J_Nombre,R_J_Nombre,R_nombre,PC_numero
michaelscott791,michaelscott791,Ropa_2_market,770
tanya95792,tanya95792,Ropa_0_entire,195
tanya95792,tanya95792,Ropa_1_product,796
tanya95792,tanya95792,Ropa_2_reflect,984
dixonmichael793,dixonmichael793,Ropa_0_bar,284
dixonmichael793,dixonmichael793,Ropa_1_quickly,211
dixonmichael793,dixonmichael793,Ropa_2_third,104
kim35794,kim35794,Ropa_0_fire,899
kim35794,kim35794,Ropa_1_allow,262
palmerstephanie795,palmerstephanie795,Ropa_0_cold,519
palmerstephanie795,palmerstephanie795,Ropa_1_easy,207
palmerstephanie795,palmerstephanie795,Ropa_2_year,680
erinbanks796,erinbanks796,Ropa_1_artist,994
blevinsmathew797,blevinsmathew797,Ropa_1_security,812
blevinsmathew797,blevinsmathew797,Ropa_2_because,976
destrada798,destrada798,Ropa_0_within,914
destrada798,destrada798,Ropa_1_bag,967
destrada798,destrada798,Ropa_2_pay,164
danielle50799,danielle50799,Ropa_0_century,324
danielle50799,danielle50799,Ropa_2_truth,217
xnavarro800,xnavarro800,Ropa_0_reason,631
xnavarro800,xnavarro800,Ropa_1_three,263
ggreene801,ggreene801,Ropa_0_majority,564
ggreene801,ggreene801,Ropa_1_unit,591
luisscott802,luisscott802,Ropa_0_require,665
breannachavez803,breannachavez803,Ropa_0_tree,874
breannachavez803,breannachavez803,Ropa_1_nation,809
breannachavez803,breannachavez803,Ropa_2_foreign,754
moorecrystal804,moorecrystal804,Ropa_0_safe,303
moorecrystal804,moorecrystal804,Ropa_1_pay,564
moorecrystal804,moorecrystal804,Ropa_2_family,643
ericksonstephanie805,ericksonstephanie805,Ropa_0_ground,377
ericksonstephanie805,ericksonstephanie805,Ropa_1_kid,15
matthewlewis806,matthewlewis806,Ropa_0_sell,30
matthewlewis806,matthewlewis806,Ropa_1_back,909
matthewlewis806,matthewlewis806,Ropa_2_look,822
smiles807,smiles807,Ropa_0_husband,263
smiles807,smiles807,Ropa_1_such,515
bethanysmith808,bethanysmith808,Ropa_0_family,256
bethanysmith808,bethanysmith808,Ropa_1_friend,930
bethanysmith808,bethanysmith808,Ropa_2_how,414
matthew48810,matthew48810,Ropa_1_operation,588
abryan811,abryan811,Ropa_0_nice,245
abryan811,abryan811,Ropa_1_seat,788
abryan811,abryan811,Ropa_2_likely,908
wilsonwilliam812,wilsonwilliam812,Ropa_1_play,104
wilsonwilliam812,wilsonwilliam812,Ropa_2_production,659
kayleehenry813,kayleehenry813,Ropa_0_also,120
kayleehenry813,kayleehenry813,Ropa_1_nothing,78
jeanettebraun814,jeanettebraun814,Ropa_0_shake,988
jeanettebraun814,jeanettebraun814,Ropa_1_surface,56
jeanettebraun814,jeanettebraun814,Ropa_2_notice,213
william11815,william11815,Ropa_0_western,751
william11815,william11815,Ropa_1_reveal,629
william11815,william11815,Ropa_2_always,330
judithhernandez816,judithhernandez816,Ropa_0_individual,885
judithhernandez816,judithhernandez816,Ropa_1_we,818
judithhernandez816,judithhernandez816,Ropa_2_though,526
mosleyellen817,mosleyellen817,Ropa_1_inside,245
mosleyellen817,mosleyellen817,Ropa_2_class,170
jeffreyrivera818,jeffreyrivera818,Ropa_0_room,832
jeffreyrivera818,jeffreyrivera818,Ropa_1_community,353
jeffreyrivera818,jeffreyrivera818,Ropa_2_use,723
tracy81819,tracy81819,Ropa_0_right,348
tracy81819,tracy81819,Ropa_1_fine,709
tracy81819,tracy81819,Ropa_2_song,347
alecerickson820,alecerickson820,Ropa_0_various,95
alecerickson820,alecerickson820,Ropa_1_many,703
brownjeremiah821,brownjeremiah821,Ropa_0_answer,748
hmartin822,hmartin822,Ropa_0_education,781
hmartin822,hmartin822,Ropa_1_clearly,954
hmartin822,hmartin822,Ropa_2_television,246
jamie94823,jamie94823,Ropa_0_wind,913
jamie94823,jamie94823,Ropa_1_seven,499
taylordevon824,taylordevon824,Ropa_0_range,6
taylordevon824,taylordevon824,Ropa_1_candidate,71
taylordevon824,taylordevon824,Ropa_2_the,550
serranochelsea825,serranochelsea825,Ropa_0_employee,125
burnettdarrell826,burnettdarrell826,Ropa_0_worker,899
burnettdarrell826,burnettdarrell826,Ropa_1_you,201
burnettdarrell826,burnettdarrell826,Ropa_2_perform,855
sstevens827,sstevens827,Ropa_1_election,737
mercadojennifer828,mercadojennifer828,Ropa_0_imagine,139
mercadojennifer828,mercadojennifer828,Ropa_1_almost,691
mercadojennifer828,mercadojennifer828,Ropa_2_town,542
benjamin14829,benjamin14829,Ropa_0_court,762
benjamin14829,benjamin14829,Ropa_1_community,523
williamsjulia830,williamsjulia830,Ropa_0_speech,982
williamsjulia830,williamsjulia830,Ropa_1_wall,919
williamsjulia830,williamsjulia830,Ropa_2_teach,209
johnparks831,johnparks831,Ropa_0_official,680
johnparks831,johnparks831,Ropa_2_authority,571
williamsonhunter832,williamsonhunter832,Ropa_0_interview,713
williamsonhunter832,williamsonhunter832,Ropa_1_sea,810
williamsonhunter832,williamsonhunter832,Ropa_2_likely,261
gstevenson833,gstevenson833,Ropa_0_free,281
qwalker834,qwalker834,Ropa_1_defense,39
qwalker834,qwalker834,Ropa_2_gun,288
johnsonsamantha835,johnsonsamantha835,Ropa_0_tell,371
johnsonsamantha835,johnsonsamantha835,Ropa_2_table,133
dgonzalez836,dgonzalez836,Ropa_0_open,76
dgonzalez836,dgonzalez836,Ropa_1_part,346
dgonzalez836,dgonzalez836,Ropa_2_feel,822
russelllang837,russelllang837,Ropa_1_car,139
russelllang837,russelllang837,Ropa_2_know,315
xmejia838,xmejia838,Ropa_0_itself,800
xmejia838,xmejia838,Ropa_1_than,979
xmejia838,xmejia838,Ropa_2_responsibility,872
jasminevega839,jasminevega839,Ropa_1_few,295
jasminevega839,jasminevega839,Ropa_2_next,294
jessica40840,jessica40840,Ropa_0_yes,828
jessica40840,jessica40840,Ropa_1_discussion,233
jessica40840,jessica40840,Ropa_2_entire,722
davidgutierrez841,davidgutierrez841,Ropa_1_daughter,580
rebecca88842,rebecca88842,Ropa_0_fact,889
rebecca88842,rebecca88842,Ropa_1_we,684
tammy02843,tammy02843,Ropa_1_community,43
alucas844,alucas844,Ropa_1_again,315
alucas844,alucas844,Ropa_2_impact,823
thomasderek845,thomasderek845,Ropa_1_series,466
thomasderek845,thomasderek845,Ropa_2_source,397
tracycook846,tracycook846,Ropa_0_team,966
tracycook846,tracycook846,Ropa_1_hear,747
derek81847,derek81847,Ropa_0_officer,651
derek81847,derek81847,Ropa_1_grow,179
linda15848,linda15848,Ropa_1_term,613
zachary47849,zachary47849,Ropa_0_line,472
zachary47849,zachary47849,Ropa_1_remember,810
jeffreygould850,jeffreygould850,Ropa_1_behavior,602
elliottmarco851,elliottmarco851,Ropa_1_rule,804
elliottmarco851,elliottmarco851,Ropa_2_low,32
sbryant852,sbryant852,Ropa_1_require,329
andradedonald853,andradedonald853,Ropa_0_market,608
andradedonald853,andradedonald853,Ropa_1_professor,161
andradedonald853,andradedonald853,Ropa_2_make,141
sjenkins855,sjenkins855,Ropa_2_back,406
thomas16856,thomas16856,Ropa_0_language,15
thomas16856,thomas16856,Ropa_1_store,56
peter58857,peter58857,Ropa_0_turn,654
peter58857,peter58857,Ropa_1_reflect,865
pjuarez858,pjuarez858,Ropa_0_think,246
pjuarez858,pjuarez858,Ropa_1_air,2
evansbeth859,evansbeth859,Ropa_1_five,873
anewman860,anewman860,Ropa_0_personal,706
anewman860,anewman860,Ropa_1_nation,706
anewman860,anewman860,Ropa_2_professor,457
pfloyd861,pfloyd861,Ropa_0_mention,270
pfloyd861,pfloyd861,Ropa_2_ago,232
webbcaitlin862,webbcaitlin862,Ropa_0_into,282
webbcaitlin862,webbcaitlin862,Ropa_2_measure,934
williamsjoshua863,williamsjoshua863,Ropa_0_wall,787
williamsjoshua863,williamsjoshua863,Ropa_1_which,509
kelly28864,kelly28864,Ropa_1_teacher,241
kelly28864,kelly28864,Ropa_2_condition,15
arthurgarcia865,arthurgarcia865,Ropa_0_any,129
arthurgarcia865,arthurgarcia865,Ropa_1_past,501
arthurgarcia865,arthurgarcia865,Ropa_2_front,61
mathisbrandon866,mathisbrandon866,Ropa_1_expert,170
mathisbrandon866,mathisbrandon866,Ropa_2_without,408
elizabeth65867,elizabeth65867,Ropa_1_value,787
elizabeth65867,elizabeth65867,Ropa_2_some,98
walkercorey868,walkercorey868,Ropa_1_worker,913
walkercorey868,walkercorey868,Ropa_2_test,581
john60869,john60869,Ropa_0_worker,211
john60869,john60869,Ropa_2_shake,360
colemanjudy870,colemanjudy870,Ropa_0_know,904
colemanjudy870,colemanjudy870,Ropa_1_individual,688
lisahurst871,lisahurst871,Ropa_0_himself,325
lisahurst871,lisahurst871,Ropa_1_southern,444
lisahurst871,lisahurst871,Ropa_2_speak,948
ccross872,ccross872,Ropa_0_view,967
cabrerarebecca873,cabrerarebecca873,Ropa_0_shake,650
bowmanandrea874,bowmanandrea874,Ropa_0_brother,698
bowmanandrea874,bowmanandrea874,Ropa_1_should,431
nicholaswolf875,nicholaswolf875,Ropa_1_money,593
angela31876,angela31876,Ropa_1_rate,941
angela31876,angela31876,Ropa_2_expert,432
timothygill877,timothygill877,Ropa_0_six,486
timothygill877,timothygill877,Ropa_1_leave,744
timothygill877,timothygill877,Ropa_2_nothing,172
lisa15878,lisa15878,Ropa_1_feel,631
lisa15878,lisa15878,Ropa_2_stage,642
buckleyjoshua879,buckleyjoshua879,Ropa_0_security,820
meghanross880,meghanross880,Ropa_0_group,257
meghanross880,meghanross880,Ropa_1_ago,278
meghanross880,meghanross880,Ropa_2_industry,130
tbrandt881,tbrandt881,Ropa_0_artist,939
tbrandt881,tbrandt881,Ropa_1_one,122
tbrandt881,tbrandt881,Ropa_2_large,330
kennethnewman882,kennethnewman882,Ropa_0_model,491
kennethnewman882,kennethnewman882,Ropa_1_somebody,370
kennethnewman882,kennethnewman882,Ropa_2_next,900
brooksvirginia883,brooksvirginia883,Ropa_0_candidate,478
brooksvirginia883,brooksvirginia883,Ropa_1_care,347
brooksvirginia883,brooksvirginia883,Ropa_2_season,665
austinbonnie884,austinbonnie884,Ropa_0_within,163
austinbonnie884,austinbonnie884,Ropa_1_century,177
austinbonnie884,austinbonnie884,Ropa_2_control,539
stephencrawford885,stephencrawford885,Ropa_0_decision,733
stephencrawford885,stephencrawford885,Ropa_2_later,26
howilliam886,howilliam886,Ropa_0_gas,658
howilliam886,howilliam886,Ropa_1_him,807
howilliam886,howilliam886,Ropa_2_standard,811
higginsshawn887,higginsshawn887,Ropa_0_issue,883
higginsshawn887,higginsshawn887,Ropa_2_thousand,277
ramseydrew888,ramseydrew888,Ropa_0_line,517
ramseydrew888,ramseydrew888,Ropa_1_past,232
ramseydrew888,ramseydrew888,Ropa_2_end,984
christensenwilliam889,christensenwilliam889,Ropa_0_treat,521
faguilar890,faguilar890,Ropa_0_business,58
faguilar890,faguilar890,Ropa_1_develop,858
brockjohn891,brockjohn891,Ropa_0_drug,377
brockjohn891,brockjohn891,Ropa_1_center,123
calebcraig892,calebcraig892,Ropa_0_her,293
calebcraig892,calebcraig892,Ropa_2_prevent,521
melissaburgess893,melissaburgess893,Ropa_1_order,696
melissaburgess893,melissaburgess893,Ropa_2_sea,533
steven25894,steven25894,Ropa_1_business,346
steven25894,steven25894,Ropa_2_both,216
qhenderson895,qhenderson895,Ropa_0_agree,29
qhenderson895,qhenderson895,Ropa_1_tree,369
qhenderson895,qhenderson895,Ropa_2_myself,971
bryanfields896,bryanfields896,Ropa_1_community,758
michael88897,michael88897,Ropa_0_travel,512
michael88897,michael88897,Ropa_2_history,254
johnathancannon898,johnathancannon898,Ropa_1_memory,777
johnathancannon898,johnathancannon898,Ropa_2_necessary,104
sierramartin899,sierramartin899,Ropa_0_father,893
hharris900,hharris900,Ropa_0_drug,463
hharris900,hharris900,Ropa_1_collection,823
jennydonaldson901,jennydonaldson901,Ropa_0_choose,803
jennydonaldson901,jennydonaldson901,Ropa_1_job,771
jennydonaldson901,jennydonaldson901,Ropa_2_poor,319
qjones902,qjones902,Ropa_0_particularly,13
qjones902,qjones902,Ropa_1_out,644
qjones902,qjones902,Ropa_2_major,834
jamesmarshall903,jamesmarshall903,Ropa_0_long,322
jamesmarshall903,jamesmarshall903,Ropa_1_try,208
jamesmarshall903,jamesmarshall903,Ropa_2_trouble,803
brandonsmith904,brandonsmith904,Ropa_0_organization,295
brandonsmith904,brandonsmith904,Ropa_1_difficult,846
brandonsmith904,brandonsmith904,Ropa_2_seven,974
lhall905,lhall905,Ropa_0_woman,330
lhall905,lhall905,Ropa_1_should,285
holmespaul906,holmespaul906,Ropa_0_fact,279
holmespaul906,holmespaul906,Ropa_1_per,440
holmespaul906,holmespaul906,Ropa_2_federal,460
marybaker907,marybaker907,Ropa_0_everybody,875
marybaker907,marybaker907,Ropa_1_already,245
marybaker907,marybaker907,Ropa_2_degree,414
thomashess908,thomashess908,Ropa_0_today,876
alexandrasmith909,alexandrasmith909,Ropa_0_she,351
alexandrasmith909,alexandrasmith909,Ropa_2_food,95
cchavez910,cchavez910,Ropa_0_source,612
dwatkins911,dwatkins911,Ropa_0_war,310
dwatkins911,dwatkins911,Ropa_2_outside,535
stacy29912,stacy29912,Ropa_0_practice,449
stacy29912,stacy29912,Ropa_2_north,253
williamskelly913,williamskelly913,Ropa_0_thing,499
williamskelly913,williamskelly913,Ropa_2_end,414
jacqueline26914,jacqueline26914,Ropa_1_trip,950
jacqueline26914,jacqueline26914,Ropa_2_environment,114
ryan33916,ryan33916,Ropa_0_miss,494
ryan33916,ryan33916,Ropa_2_conference,154
christianjohns917,christianjohns917,Ropa_0_quality,847
christianjohns917,christianjohns917,Ropa_1_create,298
christianjohns917,christianjohns917,Ropa_2_if,499
ecantu918,ecantu918,Ropa_0_big,174
ecantu918,ecantu918,Ropa_1_go,667
ecantu918,ecantu918,Ropa_2_buy,583
jaime63919,jaime63919,Ropa_0_what,497
jaime63919,jaime63919,Ropa_1_sign,401
jaime63919,jaime63919,Ropa_2_red,987
cooperdavid920,cooperdavid920,Ropa_1_skin,908
matthewgriffin921,matthewgriffin921,Ropa_0_line,332
matthewgriffin921,matthewgriffin921,Ropa_1_federal,558
annamora922,annamora922,Ropa_2_get,306
ericaibarra923,ericaibarra923,Ropa_0_follow,132
ericaibarra923,ericaibarra923,Ropa_1_sometimes,310
ericaibarra923,ericaibarra923,Ropa_2_leave,903
walter78924,walter78924,Ropa_0_include,280
lawsonrobert925,lawsonrobert925,Ropa_0_hotel,493
lawsonrobert925,lawsonrobert925,Ropa_1_than,842
lawsonrobert925,lawsonrobert925,Ropa_2_respond,314
jasonrosario926,jasonrosario926,Ropa_1_who,195
jasonrosario926,jasonrosario926,Ropa_2_war,870
brianmartinez928,brianmartinez928,Ropa_0_realize,142
brianmartinez928,brianmartinez928,Ropa_1_tonight,840
brianmartinez928,brianmartinez928,Ropa_2_size,812
abigail83929,abigail83929,Ropa_0_memory,171
abigail83929,abigail83929,Ropa_1_wait,514
austinjoseph930,austinjoseph930,Ropa_0_scientist,582
austinjoseph930,austinjoseph930,Ropa_1_identify,454
austinjoseph930,austinjoseph930,Ropa_2_role,734
ubennett931,ubennett931,Ropa_1_way,17
thomasmolina932,thomasmolina932,Ropa_0_ago,916
thomasmolina932,thomasmolina932,Ropa_1_movement,372
thomasmolina932,thomasmolina932,Ropa_2_action,618
ladams933,ladams933,Ropa_1_big,992
ladams933,ladams933,Ropa_2_television,291
schroedermegan934,schroedermegan934,Ropa_0_kind,549
schroedermegan934,schroedermegan934,Ropa_1_probably,30
schroedermegan934,schroedermegan934,Ropa_2_though,733
csmith935,csmith935,Ropa_0_truth,672
csmith935,csmith935,Ropa_1_event,192
csmith935,csmith935,Ropa_2_stock,443
herringbriana936,herringbriana936,Ropa_0_success,148
brettrios937,brettrios937,Ropa_1_glass,109
brettrios937,brettrios937,Ropa_2_under,705
vking938,vking938,Ropa_1_rather,124
vking938,vking938,Ropa_2_pattern,130
john44939,john44939,Ropa_0_life,666
john44939,john44939,Ropa_2_reflect,208
olsonerika940,olsonerika940,Ropa_0_evening,462
olsonerika940,olsonerika940,Ropa_1_which,916
olsonerika940,olsonerika940,Ropa_2_care,885
martinezvalerie941,martinezvalerie941,Ropa_2_beat,999
tsanchez942,tsanchez942,Ropa_0_person,760
jeromejohnson943,jeromejohnson943,Ropa_0_send,891
jeromejohnson943,jeromejohnson943,Ropa_2_high,538
michaelmarshall944,michaelmarshall944,Ropa_0_certainly,154
michaelmarshall944,michaelmarshall944,Ropa_1_somebody,46
joseph97945,joseph97945,Ropa_0_could,806
joseph97945,joseph97945,Ropa_1_best,529
joseph97945,joseph97945,Ropa_2_such,639
juliabeltran946,juliabeltran946,Ropa_0_leader,729
juliabeltran946,juliabeltran946,Ropa_1_speech,707
juliabeltran946,juliabeltran946,Ropa_2_painting,740
hadams947,hadams947,Ropa_2_production,23
kmeyer948,kmeyer948,Ropa_0_bed,156
kmeyer948,kmeyer948,Ropa_1_someone,308
kmeyer948,kmeyer948,Ropa_2_news,775
dorseymichael949,dorseymichael949,Ropa_1_indicate,263
ysims950,ysims950,Ropa_1_class,518
ysims950,ysims950,Ropa_2_strong,116
gdavid951,gdavid951,Ropa_0_organization,218
gdavid951,gdavid951,Ropa_1_ability,589
gdavid951,gdavid951,Ropa_2_federal,534
murphymitchell952,murphymitchell952,Ropa_0_half,626
murphymitchell952,murphymitchell952,Ropa_2_structure,105
charles29953,charles29953,Ropa_0_ask,469
charles29953,charles29953,Ropa_1_article,63
ashley09954,ashley09954,Ropa_1_collection,113
ashley09954,ashley09954,Ropa_2_tough,563
thomasmelissa955,thomasmelissa955,Ropa_2_region,993
donnahaynes956,donnahaynes956,Ropa_1_again,247
donnahaynes956,donnahaynes956,Ropa_2_exactly,611
ynelson957,ynelson957,Ropa_1_nice,11
ynelson957,ynelson957,Ropa_2_country,934
jose40958,jose40958,Ropa_0_shake,550
fostertaylor959,fostertaylor959,Ropa_0_animal,898
fostertaylor959,fostertaylor959,Ropa_1_why,853
fostertaylor959,fostertaylor959,Ropa_2_out,974
victoria05960,victoria05960,Ropa_0_food,765
rhonda48961,rhonda48961,Ropa_1_story,28
rhonda48961,rhonda48961,Ropa_2_play,221
catherine74962,catherine74962,Ropa_1_crime,865
catherine74962,catherine74962,Ropa_2_this,146
evansjessica963,evansjessica963,Ropa_0_your,612
evansjessica963,evansjessica963,Ropa_1_account,733
williamchoi964,williamchoi964,Ropa_1_build,507
freemankathleen965,freemankathleen965,Ropa_1_four,115
freemankathleen965,freemankathleen965,Ropa_2_region,580
jeffrey87966,jeffrey87966,Ropa_2_sense,803
creid967,creid967,Ropa_0_future,615
creid967,creid967,Ropa_1_serve,886
creid967,creid967,Ropa_2_our,113
michelle52968,michelle52968,Ropa_2_reality,429
youngaaron969,youngaaron969,Ropa_0_necessary,679
youngaaron969,youngaaron969,Ropa_1_beyond,24
youngaaron969,youngaaron969,Ropa_2_property,753
clifford13970,clifford13970,Ropa_0_early,62
meyerskimberly971,meyerskimberly971,Ropa_0_it,634
meyerskimberly971,meyerskimberly971,Ropa_1_decision,495
michael81972,michael81972,Ropa_1_action,460
michael81972,michael81972,Ropa_2_fast,597
matthewrodriguez973,matthewrodriguez973,Ropa_0_ok,996
matthewrodriguez973,matthewrodriguez973,Ropa_1_east,204
lindamoses974,lindamoses974,Ropa_0_prove,733
lindamoses974,lindamoses974,Ropa_2_raise,954
ftucker975,ftucker975,Ropa_0_edge,118
ftucker975,ftucker975,Ropa_2_long,804
morrismelissa976,morrismelissa976,Ropa_1_condition,57
justinjones977,justinjones977,Ropa_0_four,168
justinjones977,justinjones977,Ropa_1_as,496
justinjones977,justinjones977,Ropa_2_interesting,570
samantha05978,samantha05978,Ropa_0_least,169
samantha05978,samantha05978,Ropa_1_special,255
samantha05978,samantha05978,Ropa_2_concern,532
jamessmith979,jamessmith979,Ropa_1_environment,529
jamessmith979,jamessmith979,Ropa_2_yeah,365
darrendaniels980,darrendaniels980,Ropa_2_anyone,909
pettyjames981,pettyjames981,Ropa_2_low,511
panderson982,panderson982,Ropa_0_popular,963
panderson982,panderson982,Ropa_2_common,272
tavery983,tavery983,Ropa_0_near,372
tavery983,tavery983,Ropa_2_suggest,597
amanda87984,amanda87984,Ropa_1_fill,700
amanda87984,amanda87984,Ropa_2_woman,965
igreen985,igreen985,Ropa_0_born,223
igreen985,igreen985,Ropa_1_few,609
igreen985,igreen985,Ropa_2_front,759
marvin26986,marvin26986,Ropa_1_foreign,896
marvin26986,marvin26986,Ropa_2_eye,399
qmorgan987,qmorgan987,Ropa_1_apply,44
erinwilliams988,erinwilliams988,Ropa_0_evening,139
williemartinez989,williemartinez989,Ropa_0_talk,245
williemartinez989,williemartinez989,Ropa_1_national,260
williemartinez989,williemartinez989,Ropa_2_surface,342
timothy96990,timothy96990,Ropa_0_bar,302
tina25991,tina25991,Ropa_0_young,567
tina25991,tina25991,Ropa_1_worker,271
gary04992,gary04992,Ropa_0_major,905
gary04992,gary04992,Ropa_2_add,817
austin58993,austin58993,Ropa_0_how,525
austin58993,austin58993,Ropa_1_turn,169
austin58993,austin58993,Ropa_2_laugh,599
fbrown994,fbrown994,Ropa_0_per,62
fbrown994,fbrown994,Ropa_1_nice,899
russellrosales996,russellrosales996,Ropa_0_in,965
russellrosales996,russellrosales996,Ropa_2_blood,156
mitchell32997,mitchell32997,Ropa_1_stop,641
mitchell32997,mitchell32997,Ropa_2_all,68
wayne07998,wayne07998,Ropa_0_others,652
wayne07998,wayne07998,Ropa_1_forget,291
wayne07998,wayne07998,Ropa_2_pretty,413
smurillo999,smurillo999,Ropa_0_social,858
smurillo999,smurillo999,Ropa_2_start,607
